year,block,snow,otc,treatment,tussock,species,growthform,individual,DOYsf,FLB,FLE,FCC,WLC,TS,LD,notes
2010,5,A,N,A.N,I,SALPUL,deciduous shrub,3,134,144,153,210,,240,,
2010,5,A,N,A.N,I,SALPUL,deciduous shrub,4,134,144,153,195,,240,,
2010,5,A,N,A.N,I,SALPUL,deciduous shrub,5,,,,,,,,NP
2010,1,A,O,A.O,I,SALPUL,deciduous shrub,1,134,141,153,195,,250,,
2010,1,A,O,A.O,I,SALPUL,deciduous shrub,2,134,141,153,195,241,250,,
2010,1,A,O,A.O,I,SALPUL,deciduous shrub,3,134,141,153,210,241,250,,
2010,1,A,O,A.O,I,SALPUL,deciduous shrub,4,134,144,149,217,241,,,
2010,1,A,O,A.O,I,SALPUL,deciduous shrub,5,134,141,149,207,241,,,
2010,2,A,O,A.O,I,SALPUL,deciduous shrub,1,134,151,153,200,241,,,
2010,2,A,O,A.O,I,SALPUL,deciduous shrub,2,134,144,153,200,241,250,,
2010,2,A,O,A.O,I,SALPUL,deciduous shrub,3,134,141,153,210,241,250,,
2010,2,A,O,A.O,I,SALPUL,deciduous shrub,4,134,141,149,,250,,,
2010,2,A,O,A.O,I,SALPUL,deciduous shrub,5,134,144,153,195,241,250,,
2010,3,A,O,A.O,I,SALPUL,deciduous shrub,1,134,141,153,,241,,,
2010,3,A,O,A.O,I,SALPUL,deciduous shrub,2,134,141,153,214,241,,,
2010,3,A,O,A.O,I,SALPUL,deciduous shrub,3,134,141,153,195,241,,,
2010,3,A,O,A.O,I,SALPUL,deciduous shrub,4,134,141,153,200,241,,,
2010,3,A,O,A.O,I,SALPUL,deciduous shrub,5,134,141,149,214,241,,,
2010,4,A,O,A.O,I,SALPUL,deciduous shrub,1,,,,,,,,NP
2010,4,A,O,A.O,I,SALPUL,deciduous shrub,2,,,,,,,,NP
2010,4,A,O,A.O,I,SALPUL,deciduous shrub,3,,,,,,,,NP
2010,4,A,O,A.O,I,SALPUL,deciduous shrub,4,,,,,,,,NP
2010,4,A,O,A.O,I,SALPUL,deciduous shrub,5,,,,,,,,NP
2010,5,A,O,A.O,I,SALPUL,deciduous shrub,1,134,149,149,210,249,,,new plant marked DOY 149
2010,5,A,O,A.O,I,SALPUL,deciduous shrub,2,134,141,153,197,249,,,
2010,5,A,O,A.O,I,SALPUL,deciduous shrub,3,134,141,153,195,,249,,
2010,5,A,O,A.O,I,SALPUL,deciduous shrub,4,134,141,149,207,,249,,
2010,5,A,O,A.O,I,SALPUL,deciduous shrub,5,134,141,149,214,240,,,
2010,1,C,N,C.N,I,SALPUL,deciduous shrub,1,138,144,153,195,,241,,
2010,1,C,N,C.N,I,SALPUL,deciduous shrub,2,138,144,155,207,,241,,
2010,1,C,N,C.N,I,SALPUL,deciduous shrub,3,138,144,155,200,,241,,
2010,1,C,N,C.N,I,SALPUL,deciduous shrub,4,138,144,155,204,241,250,,
2010,1,C,N,C.N,I,SALPUL,deciduous shrub,5,138,144,153,195,241,250,,
2010,2,C,N,C.N,I,SALPUL,deciduous shrub,1,138,146,155,,241,,,
2010,2,C,N,C.N,I,SALPUL,deciduous shrub,2,138,146,155,,241,,,
2010,2,C,N,C.N,I,SALPUL,deciduous shrub,3,138,144,155,,241,250,,
2010,2,C,N,C.N,I,SALPUL,deciduous shrub,4,138,144,155,214,241,,,
2010,2,C,N,C.N,I,SALPUL,deciduous shrub,5,138,144,155,217,241,,,
2010,3,C,N,C.N,I,SALPUL,deciduous shrub,1,138,146,153,195,241,249,,
2010,3,C,N,C.N,I,SALPUL,deciduous shrub,2,138,144,153,202,,241,,
2010,3,C,N,C.N,I,SALPUL,deciduous shrub,3,138,144,153,195,241,249,,
2010,3,C,N,C.N,I,SALPUL,deciduous shrub,4,138,144,153,195,241,,,
2010,3,C,N,C.N,I,SALPUL,deciduous shrub,5,138,144,153,195,241,,,
2010,4,C,N,C.N,I,SALPUL,deciduous shrub,1,139,144,159,195,241,,,
2010,4,C,N,C.N,I,SALPUL,deciduous shrub,2,139,141,159,200,241,,,
2010,4,C,N,C.N,I,SALPUL,deciduous shrub,3,,,,,,,,NP
2010,4,C,N,C.N,I,SALPUL,deciduous shrub,4,,,,,,,,NP
2010,4,C,N,C.N,I,SALPUL,deciduous shrub,5,,,,,,,,NP
2010,5,C,N,C.N,I,SALPUL,deciduous shrub,1,,,,,,,,NP
2010,5,C,N,C.N,I,SALPUL,deciduous shrub,2,,,,,,,,NP
2010,5,C,N,C.N,I,SALPUL,deciduous shrub,3,,,,,,,,NP
2010,5,C,N,C.N,I,SALPUL,deciduous shrub,4,,,,,,,,NP
2010,5,C,N,C.N,I,SALPUL,deciduous shrub,5,,,,,,,,NP
2010,1,C,O,C.O,I,SALPUL,deciduous shrub,1,138,146,155,,241,250,,
2010,1,C,O,C.O,I,SALPUL,deciduous shrub,2,138,141,155,214,,241,,
2010,1,C,O,C.O,I,SALPUL,deciduous shrub,3,138,141,153,214,241,,,
2010,1,C,O,C.O,I,SALPUL,deciduous shrub,4,138,141,153,197,241,250,,
2010,1,C,O,C.O,I,SALPUL,deciduous shrub,5,138,146,155,214,241,250,,
2010,2,C,O,C.O,I,SALPUL,deciduous shrub,1,138,144,,,241,,,
2010,2,C,O,C.O,I,SALPUL,deciduous shrub,2,138,144,,214,241,,,
2010,2,C,O,C.O,I,SALPUL,deciduous shrub,3,138,146,155,217,241,,,
2010,2,C,O,C.O,I,SALPUL,deciduous shrub,4,,,,,,,,NP
2010,2,C,O,C.O,I,SALPUL,deciduous shrub,5,,,,,,,,NP
2010,3,C,O,C.O,I,SALPUL,deciduous shrub,1,138,144,153,195,241,249,,
2010,3,C,O,C.O,I,SALPUL,deciduous shrub,2,138,146,155,207,,241,,
2010,3,C,O,C.O,I,SALPUL,deciduous shrub,3,138,144,153,207,241,249,,
2010,3,C,O,C.O,I,SALPUL,deciduous shrub,4,138,146,155,217,,241,,
2010,3,C,O,C.O,I,SALPUL,deciduous shrub,5,138,146,153,222,241,249,,
2010,4,C,O,C.O,I,SALPUL,deciduous shrub,1,138,149,155,224,241,249,,new individual marked DOY 149
2010,4,C,O,C.O,I,SALPUL,deciduous shrub,2,138,144,153,204,241,,,
2010,4,C,O,C.O,I,SALPUL,deciduous shrub,3,138,144,155,207,241,,,
2010,4,C,O,C.O,I,SALPUL,deciduous shrub,4,138,144,153,202,241,249,,
2010,4,C,O,C.O,I,SALPUL,deciduous shrub,5,138,144,155,204,241,,,
2010,5,C,O,C.O,I,SALPUL,deciduous shrub,1,138,144,153,217,240,,,
2010,5,C,O,C.O,I,SALPUL,deciduous shrub,2,138,144,153,,240,,,
2010,5,C,O,C.O,I,SALPUL,deciduous shrub,3,138,146,155,204,,240,,
2010,5,C,O,C.O,I,SALPUL,deciduous shrub,4,138,144,155,202,240,,,
2010,5,C,O,C.O,I,SALPUL,deciduous shrub,5,138,141,153,,240,,,
2010,1,A,N,A.N,I,VACVIT,evergreen shrub,1,134,155,172,,250,,,
2010,1,A,N,A.N,I,VACVIT,evergreen shrub,2,134,167,170,,250,,,
2010,1,A,N,A.N,I,VACVIT,evergreen shrub,3,134,158,172,,241,,,
2010,1,A,N,A.N,I,VACVIT,evergreen shrub,4,134,153,172,,241,,,
2010,1,A,N,A.N,I,VACVIT,evergreen shrub,5,134,151,165,,250,,,
2010,2,A,N,A.N,I,VACVIT,evergreen shrub,1,134,158,,,241,,,
2010,2,A,N,A.N,I,VACVIT,evergreen shrub,2,134,153,170,,241,,,
2010,2,A,N,A.N,I,VACVIT,evergreen shrub,3,134,165,,,241,,,
2010,2,A,N,A.N,I,VACVIT,evergreen shrub,4,134,153,172,241,250,,,
2010,2,A,N,A.N,I,VACVIT,evergreen shrub,5,134,158,165,241,250,,,
2010,3,A,N,A.N,I,VACVIT,evergreen shrub,1,134,153,172,,,,,
2010,3,A,N,A.N,I,VACVIT,evergreen shrub,2,134,153,170,241,249,,,
2010,3,A,N,A.N,I,VACVIT,evergreen shrub,3,134,158,170,,241,,,
2010,3,A,N,A.N,I,VACVIT,evergreen shrub,4,134,158,170,,241,,,
2010,3,A,N,A.N,I,VACVIT,evergreen shrub,5,134,160,167,241,249,,,
2010,4,A,N,A.N,I,VACVIT,evergreen shrub,1,134,153,172,,241,,,
2010,4,A,N,A.N,I,VACVIT,evergreen shrub,2,134,159,170,,241,,,
2010,4,A,N,A.N,I,VACVIT,evergreen shrub,3,134,163,172,,241,,,
2010,4,A,N,A.N,I,VACVIT,evergreen shrub,4,134,160,174,241,,,,
2010,4,A,N,A.N,I,VACVIT,evergreen shrub,5,134,,174,241,249,,,
2010,5,A,N,A.N,I,VACVIT,evergreen shrub,1,134,159,172,240,249,,,
2010,5,A,N,A.N,I,VACVIT,evergreen shrub,2,134,151,174,,240,,,
2010,5,A,N,A.N,I,VACVIT,evergreen shrub,3,134,151,172,240,249,,,
2010,5,A,N,A.N,I,VACVIT,evergreen shrub,4,134,,170,240,249,,,
2010,5,A,N,A.N,I,VACVIT,evergreen shrub,5,134,151,172,240,249,,,
2010,1,A,O,A.O,I,VACVIT,evergreen shrub,1,134,153,172,,250,,,
2010,1,A,O,A.O,I,VACVIT,evergreen shrub,2,134,153,170,,250,,,
2010,1,A,O,A.O,I,VACVIT,evergreen shrub,3,134,153,170,241,250,,,
2010,1,A,O,A.O,I,VACVIT,evergreen shrub,4,134,151,172,241,250,,,
2010,1,A,O,A.O,I,VACVIT,evergreen shrub,5,134,158,172,241,250,,,
2010,2,A,O,A.O,I,VACVIT,evergreen shrub,1,134,155,172,,241,,,
2010,2,A,O,A.O,I,VACVIT,evergreen shrub,2,134,153,165,241,250,,,
2010,2,A,O,A.O,I,VACVIT,evergreen shrub,3,134,153,165,241,250,,,
2010,2,A,O,A.O,I,VACVIT,evergreen shrub,4,134,151,167,241,250,,,
2010,2,A,O,A.O,I,VACVIT,evergreen shrub,5,134,151,170,,241,,,
2010,3,A,O,A.O,I,VACVIT,evergreen shrub,1,134,158,172,,241,,,
2010,3,A,O,A.O,I,VACVIT,evergreen shrub,2,134,153,,241,,,,
2010,3,A,O,A.O,I,VACVIT,evergreen shrub,3,134,158,172,,241,,,
2010,3,A,O,A.O,I,VACVIT,evergreen shrub,4,134,151,172,241,,,,
2010,3,A,O,A.O,I,VACVIT,evergreen shrub,5,134,153,172,249,,,,
2010,4,A,O,A.O,I,VACVIT,evergreen shrub,1,134,163,174,,241,,,
2010,4,A,O,A.O,I,VACVIT,evergreen shrub,2,134,153,167,,241,,,
2010,4,A,O,A.O,I,VACVIT,evergreen shrub,3,134,153,165,,241,,,
2010,4,A,O,A.O,I,VACVIT,evergreen shrub,4,134,151,174,,241,,,
2010,4,A,O,A.O,I,VACVIT,evergreen shrub,5,134,151,172,,241,,,
2010,5,A,O,A.O,I,VACVIT,evergreen shrub,1,134,153,165,240,249,,,
2010,5,A,O,A.O,I,VACVIT,evergreen shrub,2,134,155,167,240,249,,,
2010,5,A,O,A.O,I,VACVIT,evergreen shrub,3,134,151,165,,240,,,
2010,5,A,O,A.O,I,VACVIT,evergreen shrub,4,134,,,,240,,,
2010,5,A,O,A.O,I,VACVIT,evergreen shrub,5,134,,167,,240,,,
2010,1,C,N,C.N,I,VACVIT,evergreen shrub,1,138,163,172,,241,,,
2010,1,C,N,C.N,I,VACVIT,evergreen shrub,2,138,158,165,241,250,,,
2010,1,C,N,C.N,I,VACVIT,evergreen shrub,3,138,163,172,,241,,,
2010,1,C,N,C.N,I,VACVIT,evergreen shrub,4,138,158,165,241,250,,,
2010,1,C,N,C.N,I,VACVIT,evergreen shrub,5,138,165,174,,241,,,
2010,2,C,N,C.N,I,VACVIT,evergreen shrub,1,138,153,172,,241,,,
2010,2,C,N,C.N,I,VACVIT,evergreen shrub,2,138,153,170,,241,,,
2010,2,C,N,C.N,I,VACVIT,evergreen shrub,3,138,153,174,241,250,,,
2010,2,C,N,C.N,I,VACVIT,evergreen shrub,4,138,153,170,241,250,,,
2010,2,C,N,C.N,I,VACVIT,evergreen shrub,5,138,158,172,241,250,,,
2010,3,C,N,C.N,I,VACVIT,evergreen shrub,1,138,158,172,,241,,,
2010,3,C,N,C.N,I,VACVIT,evergreen shrub,2,138,155,174,,241,,,
2010,3,C,N,C.N,I,VACVIT,evergreen shrub,3,138,153,167,,241,,,
2010,3,C,N,C.N,I,VACVIT,evergreen shrub,4,138,158,172,,241,,,
2010,3,C,N,C.N,I,VACVIT,evergreen shrub,5,138,153,172,,241,,,
2010,4,C,N,C.N,I,VACVIT,evergreen shrub,1,139,151,165,,241,,,
2010,4,C,N,C.N,I,VACVIT,evergreen shrub,2,139,151,167,241,249,,,
2010,4,C,N,C.N,I,VACVIT,evergreen shrub,3,139,153,165,241,249,,,
2010,4,C,N,C.N,I,VACVIT,evergreen shrub,4,139,153,170,241,,,,
2010,4,C,N,C.N,I,VACVIT,evergreen shrub,5,139,151,172,241,249,,,
2010,5,C,N,C.N,I,VACVIT,evergreen shrub,1,138,151,172,240,,,,
2010,5,C,N,C.N,I,VACVIT,evergreen shrub,2,138,159,174,240,249,,,
2010,5,C,N,C.N,I,VACVIT,evergreen shrub,3,138,,,,240,,,
2010,5,C,N,C.N,I,VACVIT,evergreen shrub,4,138,,,240,249,,,
2010,5,C,N,C.N,I,VACVIT,evergreen shrub,5,138,151,167,240,249,,,
2010,1,C,O,C.O,I,VACVIT,evergreen shrub,1,138,158,172,241,250,,,
2010,1,C,O,C.O,I,VACVIT,evergreen shrub,2,138,,176,241,250,,,
2010,1,C,O,C.O,I,VACVIT,evergreen shrub,3,138,151,167,,250,,,
2010,1,C,O,C.O,I,VACVIT,evergreen shrub,4,138,158,174,,250,,,
2010,1,C,O,C.O,I,VACVIT,evergreen shrub,5,138,151,179,241,250,,,
2010,2,C,O,C.O,I,VACVIT,evergreen shrub,1,138,153,172,241,250,,,
2010,2,C,O,C.O,I,VACVIT,evergreen shrub,2,138,151,165,250,,,,
2010,2,C,O,C.O,I,VACVIT,evergreen shrub,3,138,151,170,,250,,,
2010,2,C,O,C.O,I,VACVIT,evergreen shrub,4,138,158,170,241,,,,
2010,2,C,O,C.O,I,VACVIT,evergreen shrub,5,138,151,165,,241,,,
2010,3,C,O,C.O,I,VACVIT,evergreen shrub,1,138,151,165,241,,,,
2010,3,C,O,C.O,I,VACVIT,evergreen shrub,2,138,153,167,241,249,,,
2010,3,C,O,C.O,I,VACVIT,evergreen shrub,3,138,153,170,241,249,,,
2010,3,C,O,C.O,I,VACVIT,evergreen shrub,4,138,151,172,,241,,,
2010,3,C,O,C.O,I,VACVIT,evergreen shrub,5,138,153,165,,241,,,
2010,4,C,O,C.O,I,VACVIT,evergreen shrub,1,138,151,174,241,249,,,
2010,4,C,O,C.O,I,VACVIT,evergreen shrub,2,138,160,170,241,249,,,
2010,4,C,O,C.O,I,VACVIT,evergreen shrub,3,138,151,170,241,249,,,
2010,4,C,O,C.O,I,VACVIT,evergreen shrub,4,138,151,165,241,249,,,
2010,4,C,O,C.O,I,VACVIT,evergreen shrub,5,138,,165,,241,,,
2010,5,C,O,C.O,I,VACVIT,evergreen shrub,1,138,151,172,240,249,,,
2010,5,C,O,C.O,I,VACVIT,evergreen shrub,2,138,153,165,240,249,,,
2010,5,C,O,C.O,I,VACVIT,evergreen shrub,3,138,160,165,240,249,,,
2010,5,C,O,C.O,I,VACVIT,evergreen shrub,4,138,151,172,,240,,,
2010,5,C,O,C.O,I,VACVIT,evergreen shrub,5,138,153,174,,240,,,
2011,1,A,N,A.N,I,BETNAN,deciduous shrub,1,126,145,153,202,216,227,246,
2011,1,A,N,A.N,I,BETNAN,deciduous shrub,2,126,145,157,207,218,227,246,
2011,1,A,N,A.N,I,BETNAN,deciduous shrub,3,126,150,157,209,211,230,246,
2011,1,A,N,A.N,I,BETNAN,deciduous shrub,4,126,150,159,193,193,227,227,DOY 227 individual was found to have no leaves- not sure if they dropped earlier and went unnoticed or if it just happened quickly (plant was somewhat hidden/mixed up with other individuals)
2011,1,A,N,A.N,I,BETNAN,deciduous shrub,5,126,145,153,202,209,227,242,
2011,2,A,N,A.N,I,BETNAN,deciduous shrub,1,126,145,153,204,224,232,242,
2011,2,A,N,A.N,I,BETNAN,deciduous shrub,2,126,143,157,204,204,234,246,
2011,2,A,N,A.N,I,BETNAN,deciduous shrub,3,126,145,153,204,214,232,246,
2011,2,A,N,A.N,I,BETNAN,deciduous shrub,4,126,145,153,204,224,237,246,
2011,2,A,N,A.N,I,BETNAN,deciduous shrub,5,126,145,153,204,211,234,246,
2011,3,A,N,A.N,I,BETNAN,deciduous shrub,1,125,145,150,218,221,234,,
2011,3,A,N,A.N,I,BETNAN,deciduous shrub,2,125,147,153,214,224,232,246,
2011,3,A,N,A.N,I,BETNAN,deciduous shrub,3,125,145,153,207,207,227,242,
2011,3,A,N,A.N,I,BETNAN,deciduous shrub,4,125,147,150,211,224,232,246,
2011,3,A,N,A.N,I,BETNAN,deciduous shrub,5,125,145,150,209,224,232,246,
2011,4,A,N,A.N,I,BETNAN,deciduous shrub,1,126,145,150,209,214,232,246,
2011,4,A,N,A.N,I,BETNAN,deciduous shrub,2,126,147,159,209,224,230,242,
2011,4,A,N,A.N,I,BETNAN,deciduous shrub,3,126,145,153,218,227,232,246,
2011,4,A,N,A.N,I,BETNAN,deciduous shrub,4,126,145,153,211,218,232,246,
2011,4,A,N,A.N,I,BETNAN,deciduous shrub,5,126,145,150,211,211,227,246,
2011,5,A,N,A.N,I,BETNAN,deciduous shrub,1,129,147,196,211,216,227,242,moved to new Betula on DOY 196; previous individual dead
2011,5,A,N,A.N,I,BETNAN,deciduous shrub,2,129,145,157,207,211,227,246,
2011,5,A,N,A.N,I,BETNAN,deciduous shrub,3,129,145,150,209,214,227,246,
2011,5,A,N,A.N,I,BETNAN,deciduous shrub,4,129,147,157,209,227,232,246,
2011,5,A,N,A.N,I,BETNAN,deciduous shrub,5,129,147,157,218,224,234,246,
2011,1,A,O,A.O,I,BETNAN,deciduous shrub,1,126,147,150,211,218,234,246,
2011,1,A,O,A.O,I,BETNAN,deciduous shrub,2,126,150,157,202,204,230,246,
2011,1,A,O,A.O,I,BETNAN,deciduous shrub,3,126,143,147,199,199,232,246,
2011,1,A,O,A.O,I,BETNAN,deciduous shrub,4,126,145,157,209,214,232,246,
2011,1,A,O,A.O,I,BETNAN,deciduous shrub,5,126,147,157,221,227,232,,
2011,2,A,O,A.O,I,BETNAN,deciduous shrub,1,126,143,153,199,204,234,246,
2011,2,A,O,A.O,I,BETNAN,deciduous shrub,2,126,,153,199,204,234,242,
2011,2,A,O,A.O,I,BETNAN,deciduous shrub,3,126,143,147,211,224,234,,
2011,2,A,O,A.O,I,BETNAN,deciduous shrub,4,126,143,147,211,224,234,246,
2011,2,A,O,A.O,I,BETNAN,deciduous shrub,5,126,143,147,211,232,234,246,
2011,3,A,O,A.O,I,BETNAN,deciduous shrub,1,125,143,150,207,218,232,246,
2011,3,A,O,A.O,I,BETNAN,deciduous shrub,2,125,145,150,209,224,234,246,
2011,3,A,O,A.O,I,BETNAN,deciduous shrub,3,125,145,159,196,204,234,246,
2011,3,A,O,A.O,I,BETNAN,deciduous shrub,4,125,143,150,196,207,230,242,
2011,3,A,O,A.O,I,BETNAN,deciduous shrub,5,125,145,150,196,204,234,,
2011,4,A,O,A.O,I,BETNAN,deciduous shrub,1,126,145,150,224,234,234,246,
2011,4,A,O,A.O,I,BETNAN,deciduous shrub,2,126,143,157,209,209,227,246,
2011,5,A,O,A.O,I,BETNAN,deciduous shrub,1,129,145,150,221,230,232,246,
2011,5,A,O,A.O,I,BETNAN,deciduous shrub,2,129,145,150,221,230,237,,
2011,5,A,O,A.O,I,BETNAN,deciduous shrub,3,129,147,159,209,218,227,246,
2011,5,A,O,A.O,I,BETNAN,deciduous shrub,4,129,145,150,224,232,237,,
2011,5,A,O,A.O,I,BETNAN,deciduous shrub,5,129,145,150,207,227,232,246,
2011,1,C,N,C.N,I,BETNAN,deciduous shrub,1,141,145,157,207,209,232,246,
2011,1,C,N,C.N,I,BETNAN,deciduous shrub,2,141,145,157,211,221,227,246,
2011,1,C,N,C.N,I,BETNAN,deciduous shrub,3,141,145,157,207,214,227,246,
2011,1,C,N,C.N,I,BETNAN,deciduous shrub,4,141,145,153,207,216,232,246,
2011,1,C,N,C.N,I,BETNAN,deciduous shrub,5,141,145,153,209,227,232,246,
2011,2,C,N,C.N,I,BETNAN,deciduous shrub,1,140,147,157,207,221,227,246,
2011,2,C,N,C.N,I,BETNAN,deciduous shrub,2,140,147,159,207,221,227,246,
2011,2,C,N,C.N,I,BETNAN,deciduous shrub,3,140,147,153,207,207,227,246,
2011,2,C,N,C.N,I,BETNAN,deciduous shrub,4,140,145,153,207,224,232,246,
2011,2,C,N,C.N,I,BETNAN,deciduous shrub,5,140,147,157,207,218,227,242,
2011,3,C,N,C.N,I,BETNAN,deciduous shrub,1,140,147,157,211,224,234,246,
2011,3,C,N,C.N,I,BETNAN,deciduous shrub,2,140,147,157,211,224,234,246,
2011,3,C,N,C.N,I,BETNAN,deciduous shrub,3,140,145,153,221,224,232,246,
2011,3,C,N,C.N,I,BETNAN,deciduous shrub,4,140,147,150,209,224,234,246,
2011,3,C,N,C.N,I,BETNAN,deciduous shrub,5,140,147,150,218,227,232,246,
2011,4,C,N,C.N,I,BETNAN,deciduous shrub,1,141,147,157,207,224,234,246,
2011,4,C,N,C.N,I,BETNAN,deciduous shrub,2,141,147,157,216,227,232,246,
2011,4,C,N,C.N,I,BETNAN,deciduous shrub,3,141,147,157,211,227,234,246,
2011,4,C,N,C.N,I,BETNAN,deciduous shrub,4,141,147,157,214,227,234,246,
2011,4,C,N,C.N,I,BETNAN,deciduous shrub,5,141,147,157,214,227,232,246,
2011,5,C,N,C.N,I,BETNAN,deciduous shrub,1,141,147,157,216,224,232,246,
2011,5,C,N,C.N,I,BETNAN,deciduous shrub,2,141,147,157,207,218,232,246,
2011,5,C,N,C.N,I,BETNAN,deciduous shrub,3,141,147,153,211,224,230,246,
2011,5,C,N,C.N,I,BETNAN,deciduous shrub,4,141,147,153,207,214,232,246,
2011,5,C,N,C.N,I,BETNAN,deciduous shrub,5,141,147,157,202,202,227,246,
2011,1,C,O,C.O,I,BETNAN,deciduous shrub,1,141,147,153,207,218,232,246,
2011,1,C,O,C.O,I,BETNAN,deciduous shrub,2,141,145,153,209,209,232,246,
2011,1,C,O,C.O,I,BETNAN,deciduous shrub,3,141,147,153,196,207,232,246,
2011,1,C,O,C.O,I,BETNAN,deciduous shrub,4,141,147,153,204,214,230,246,
2011,1,C,O,C.O,I,BETNAN,deciduous shrub,5,141,147,153,214,221,232,246,
2011,2,C,O,C.O,I,BETNAN,deciduous shrub,1,140,147,153,211,224,227,246,
2011,2,C,O,C.O,I,BETNAN,deciduous shrub,2,140,145,153,209,221,227,246,
2011,2,C,O,C.O,I,BETNAN,deciduous shrub,3,140,147,153,202,207,227,246,
2011,2,C,O,C.O,I,BETNAN,deciduous shrub,4,140,147,153,209,227,230,246,
2011,2,C,O,C.O,I,BETNAN,deciduous shrub,5,140,147,153,209,224,232,246,
2011,3,C,O,C.O,I,BETNAN,deciduous shrub,1,140,145,153,207,224,234,,
2011,3,C,O,C.O,I,BETNAN,deciduous shrub,2,140,145,153,199,204,230,246,
2011,3,C,O,C.O,I,BETNAN,deciduous shrub,3,140,145,150,193,196,232,246,
2011,3,C,O,C.O,I,BETNAN,deciduous shrub,4,140,145,153,211,224,232,246,
2011,3,C,O,C.O,I,BETNAN,deciduous shrub,5,140,145,150,209,224,232,,
2011,4,C,O,C.O,I,BETNAN,deciduous shrub,1,141,145,150,214,224,232,246,
2011,4,C,O,C.O,I,BETNAN,deciduous shrub,2,141,145,150,224,232,237,246,
2011,4,C,O,C.O,I,BETNAN,deciduous shrub,3,141,145,150,224,230,234,246,
2011,4,C,O,C.O,I,BETNAN,deciduous shrub,4,141,145,150,204,224,232,246,
2011,4,C,O,C.O,I,BETNAN,deciduous shrub,5,141,145,150,221,227,237,,
2011,5,C,O,C.O,I,BETNAN,deciduous shrub,1,141,145,153,221,227,234,,
2011,5,C,O,C.O,I,BETNAN,deciduous shrub,2,141,147,159,207,209,230,242,
2011,5,C,O,C.O,I,BETNAN,deciduous shrub,3,141,147,157,214,227,232,242,
2011,5,C,O,C.O,I,BETNAN,deciduous shrub,4,141,145,157,221,230,237,246,
2011,5,C,O,C.O,I,BETNAN,deciduous shrub,5,141,145,150,218,224,232,,
2011,1,A,N,A.N,I,CARBIG,graminoid,1,126,147,153,202,216,,,
2011,1,A,N,A.N,I,CARBIG,graminoid,2,126,140,150,207,237,,,
2011,1,A,N,A.N,I,CARBIG,graminoid,3,126,137,147,221,232,246,,
2011,1,A,N,A.N,I,CARBIG,graminoid,4,126,137,147,199,234,246,,
2011,1,A,N,A.N,I,CARBIG,graminoid,5,126,143,150,216,234,246,,
2011,2,A,N,A.N,I,CARBIG,graminoid,1,126,140,145,193,224,,,
2011,2,A,N,A.N,I,CARBIG,graminoid,2,126,,150,207,232,,,original plant dead; marker moved to plant with FLE on DOY 150
2011,2,A,N,A.N,I,CARBIG,graminoid,3,126,140,145,214,227,,,
2011,2,A,N,A.N,I,CARBIG,graminoid,4,126,140,150,216,218,246,,
2011,2,A,N,A.N,I,CARBIG,graminoid,5,126,137,145,193,202,242,,
2011,3,A,N,A.N,I,CARBIG,graminoid,1,125,140,150,196,218,239,,
2011,3,A,N,A.N,I,CARBIG,graminoid,2,125,143,147,209,230,242,,
2011,3,A,N,A.N,I,CARBIG,graminoid,4,125,143,147,209,221,242,,
2011,3,A,N,A.N,I,CARBIG,graminoid,5,125,140,145,202,216,242,,
2011,4,A,N,A.N,I,CARBIG,graminoid,1,126,137,153,209,227,246,,
2011,4,A,N,A.N,I,CARBIG,graminoid,2,126,145,157,216,237,242,,
2011,4,A,N,A.N,I,CARBIG,graminoid,3,126,140,147,196,221,239,,
2011,4,A,N,A.N,I,CARBIG,graminoid,4,126,143,153,204,211,242,,
2011,4,A,N,A.N,I,CARBIG,graminoid,5,126,137,143,196,216,,,
2011,5,A,N,A.N,I,CARBIG,graminoid,1,129,,150,207,214,239,,original plant dead; marker moved to plant with FLE on DOY 150
2011,5,A,N,A.N,I,CARBIG,graminoid,2,129,143,153,207,218,242,,
2011,5,A,N,A.N,I,CARBIG,graminoid,3,129,137,153,209,214,242,,
2011,5,A,N,A.N,I,CARBIG,graminoid,4,129,137,147,207,216,239,,
2011,5,A,N,A.N,I,CARBIG,graminoid,5,129,137,153,199,216,242,,
2011,1,A,O,A.O,I,CARBIG,graminoid,1,126,137,150,218,232,,,
2011,1,A,O,A.O,I,CARBIG,graminoid,2,126,137,147,216,224,,,
2011,1,A,O,A.O,I,CARBIG,graminoid,3,126,140,150,202,232,,,
2011,1,A,O,A.O,I,CARBIG,graminoid,4,126,143,150,224,237,,,
2011,1,A,O,A.O,I,CARBIG,graminoid,5,126,137,147,224,237,,,
2011,2,A,O,A.O,I,CARBIG,graminoid,1,126,137,143,199,224,242,,
2011,2,A,O,A.O,I,CARBIG,graminoid,2,126,140,143,196,230,246,,
2011,2,A,O,A.O,I,CARBIG,graminoid,3,126,140,145,196,221,242,,
2011,2,A,O,A.O,I,CARBIG,graminoid,4,126,137,143,202,224,,,plant partially eaten by caterpillar
2011,2,A,O,A.O,I,CARBIG,graminoid,5,126,137,143,199,207,,,
2011,3,A,O,A.O,I,CARBIG,graminoid,1,125,,150,227,246,,,original plant dead; marker moved to plant with FLE on DOY 150
2011,3,A,O,A.O,I,CARBIG,graminoid,2,125,137,143,224,227,,,
2011,3,A,O,A.O,I,CARBIG,graminoid,3,125,145,147,224,234,,,
2011,3,A,O,A.O,I,CARBIG,graminoid,4,125,143,145,216,227,,,
