"site_name","subsite","spp","year","treatment","plot","plant_id","phen_stage","prior_visit","doy"
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_DEEP_OTC","253E","AR4","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_DEEP_OTC","253E","AR5","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP_OTC","253E","BB1","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP_OTC","253E","BB2","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP_OTC","253E","BB3","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP_OTC","253E","BB4","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP_OTC","253E","BB5","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_DEEP","253C","AR1","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_DEEP","253C","AR2","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_DEEP","253C","AR3","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_DEEP","253C","AR4","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_DEEP","253C","AR5","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP","253C","BB1","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP","253C","BB2","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP","253C","BB3","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP","253C","BB4","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP","253C","BB5","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_DEEP_OTC","252E","AR1","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_DEEP_OTC","252E","AR2","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_DEEP_OTC","252E","AR3","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_DEEP_OTC","252E","AR4","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_DEEP_OTC","252E","AR5","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP_OTC","252E","BB1","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP_OTC","252E","BB2","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP_OTC","252E","BB3","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP_OTC","252E","BB4","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP_OTC","252E","BB5","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_DEEP","252C","AR1","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_DEEP","252C","AR2","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_DEEP","252C","AR3","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_DEEP","252C","AR4","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_DEEP","252C","AR5","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP","252C","BB1","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP","252C","BB2","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP","252C","BB3","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP","252C","BB4","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP","252C","BB5","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_DEEP_OTC","251E","AR1","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_DEEP_OTC","251E","AR2","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_DEEP_OTC","251E","AR3","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_DEEP_OTC","251E","AR4","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_DEEP_OTC","251E","AR5","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP_OTC","251E","BB1","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP_OTC","251E","BB2","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP_OTC","251E","BB3","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP_OTC","251E","BB4","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP_OTC","251E","BB5","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_DEEP","251C","AR1","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_DEEP","251C","AR2","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_DEEP","251C","AR3","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_DEEP","251C","AR4","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_DEEP","251C","AR5","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP","251C","BB1","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP","251C","BB2","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP","251C","BB3","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP","251C","BB4","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_DEEP","251C","BB5","1st_leaf",203,205
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","451E","AR1","1st_leaf",180,181
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","451E","AR2","1st_leaf",180,181
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","451E","AR3","1st_leaf",180,181
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","451E","AR4","1st_leaf",181,182
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","451E","AR5","1st_leaf",181,182
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","451E","BB1","1st_leaf",180,181
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","451E","BB2","1st_leaf",180,181
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","451E","BB3","1st_leaf",181,182
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","451E","BB4","1st_leaf",178,180
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","451E","BB5","1st_leaf",181,182
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","451C","AR1","1st_leaf",181,182
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","451C","AR2","1st_leaf",181,182
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","451C","AR3","1st_leaf",183,184
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","451C","AR4","1st_leaf",180,181
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","451C","AR5","1st_leaf",181,182
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","451C","BB1","1st_leaf",181,182
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","451C","BB2","1st_leaf",180,181
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","451C","BB3","1st_leaf",180,181
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","451C","BB4","1st_leaf",181,182
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","451C","BB5","1st_leaf",182,183
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","452E","AR1","1st_leaf",185,186
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","452E","AR2","1st_leaf",185,186
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","452E","AR3","1st_leaf",184,185
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","452E","AR4","1st_leaf",185,186
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","452E","AR5","1st_leaf",185,186
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","452E","BB1","1st_leaf",185,186
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","452E","BB2","1st_leaf",185,186
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","452E","BB3","1st_leaf",185,186
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","452E","BB4","1st_leaf",184,185
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","452E","BB5","1st_leaf",186,187
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","452C","AR1","1st_leaf",186,187
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","452C","AR2","1st_leaf",186,187
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","452C","AR3","1st_leaf",187,188
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","452C","AR4","1st_leaf",187,188
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","452C","AR5","1st_leaf",187,188
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","452C","BB1","1st_leaf",186,187
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","452C","BB2","1st_leaf",187,188
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","452C","BB3","1st_leaf",186,187
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","452C","BB4","1st_leaf",187,188
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","452C","BB5","1st_leaf",187,188
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","453E","AR1","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","453E","AR2","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","453E","AR3","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","453E","AR4","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","453E","AR5","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","453E","BB1","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","453E","BB2","1st_leaf",193,194
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","453E","BB3","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","453E","BB4","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","453E","BB5","1st_leaf",207,208
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","453C","AR1","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","453C","AR2","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","453C","AR3","1st_leaf",202,203
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","453C","AR4","1st_leaf",211,212
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","453C","AR5","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","453C","BB1","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","453C","BB2","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","453C","BB3","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","453C","BB4","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","453C","BB5","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","454E","AR1","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","454E","AR2","1st_leaf",193,194
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","454E","AR3","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","454E","AR4","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","454E","AR5","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","454E","BB1","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","454E","BB2","1st_leaf",193,194
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","454E","BB3","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","454E","BB4","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","454E","BB5","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","454C","AR1","1st_leaf",193,194
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","454C","AR2","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","454C","AR3","1st_leaf",217,219
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","454C","AR4","1st_leaf",193,194
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","454C","AR5","1st_leaf",193,194
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","454C","BB1","1st_leaf",193,194
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","454C","BB2","1st_leaf",193,194
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","454C","BB3","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","454C","BB4","1st_leaf",193,194
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","454C","BB5","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","455E","AR1","1st_leaf",190,191
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","455E","AR2","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","455E","AR3","1st_leaf",193,194
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","455E","AR4","1st_leaf",193,194
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","455E","AR5","1st_leaf",190,191
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","455E","BB1","1st_leaf",190,191
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","455E","BB2","1st_leaf",188,190
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","455E","BB3","1st_leaf",193,194
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","455E","BB4","1st_leaf",192,193
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","455E","BB5","1st_leaf",190,191
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","455C","AR1","1st_leaf",190,191
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","455C","AR2","1st_leaf",190,191
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","455C","AR3","1st_leaf",190,191
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","455C","AR4","1st_leaf",190,191
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","455C","AR5","1st_leaf",190,191
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","455C","BB1","1st_leaf",190,191
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","455C","BB2","1st_leaf",190,191
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","455C","BB3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","455C","BB4","1st_leaf",190,191
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","455C","BB5","1st_leaf",190,191
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","755E","AR1","1st_leaf",174,175
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","755E","AR2","1st_leaf",171,172
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","755E","AR3","1st_leaf",171,172
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","755E","AR4","1st_leaf",175,176
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","755E","AR5","1st_leaf",170,171
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","755E","BB1","1st_leaf",178,180
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","755E","BB2","1st_leaf",171,172
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","755E","BB3","1st_leaf",170,171
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","755E","BB4","1st_leaf",171,172
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","755E","BB5","1st_leaf",178,180
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","755C","AR1","1st_leaf",171,172
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","755C","AR2","1st_leaf",171,172
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","755C","AR3","1st_leaf",171,172
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","755C","AR4","1st_leaf",176,177
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","755C","AR5","1st_leaf",171,172
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","755C","BB1","1st_leaf",180,181
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","755C","BB2","1st_leaf",180,181
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","755C","BB3","1st_leaf",170,171
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","755C","BB4","1st_leaf",178,180
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","755C","BB5","1st_leaf",181,182
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","754E","AR1","1st_leaf",172,173
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","754E","AR2","1st_leaf",171,172
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","754E","AR3","1st_leaf",172,173
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","754E","AR4","1st_leaf",172,173
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","754E","AR5","1st_leaf",170,171
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","754E","BB1","1st_leaf",172,173
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","754E","BB2","1st_leaf",176,177
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","754E","BB3","1st_leaf",171,172
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","754E","BB4","1st_leaf",171,172
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","754E","BB5","1st_leaf",176,177
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","754C","AR1","1st_leaf",175,176
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","754C","AR2","1st_leaf",175,176
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","754C","AR3","1st_leaf",175,176
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","754C","AR4","1st_leaf",176,177
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM","754C","AR5","1st_leaf",176,177
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","754C","BB1","1st_leaf",178,180
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","754C","BB2","1st_leaf",172,173
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","754C","BB3","1st_leaf",172,173
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","754C","BB4","1st_leaf",171,172
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM","754C","BB5","1st_leaf",172,173
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","753E","AR1","1st_leaf",170,171
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","753E","AR2","1st_leaf",171,172
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","753E","AR3","1st_leaf",171,172
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","753E","AR4","1st_leaf",175,176
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1995,"SNOWFENCE_MEDIUM_OTC","753E","AR5","1st_leaf",176,177
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1995,"SNOWFENCE_MEDIUM_OTC","753E","BB1","1st_leaf",171,172
